"x1","x2","y"
0.655518145067617,4.55123578337952,0
2.51978047774173,6.85474038962275,0
0.499556616414338,2.26030880445614,0
0.453684711828828,5.18061018618755,0
0.103539600968361,0.780096387024969,0
3.92791548976675,2.96710077673197,1
0.870954813435674,6.07169717410579,0
0.638375205453485,4.74652648437768,0
1.52484728838317,5.15255534974858,1
1.52444948675111,0.173007854260504,0
1.69930092990398,2.08588966936804,1
1.0882371023763,1.70739713450894,1
0.906571281375363,0.205076912418008,0
1.25497675384395,2.93320683320053,1
2.77985336957499,6.53199651231989,0
2.52107558189891,5.59949374734424,1
3.56933503644541,5.52248817868531,1
4.37747787334956,0.189342199126258,0
1.66385503136553,5.22071441239677,1
3.83873509359546,3.76291000982746,1
0.0683031417429447,0.47834849730134,0
2.82062186393887,5.03718834649771,1
2.01485734898597,0.685013893758878,0
2.48307478497736,0.116185732418671,0
1.58040535869077,4.52640741737559,1
2.31052933260798,6.58272748114541,0
2.10200701374561,0.24045039829798,0
4.26726554287598,0.0522614363580942,0
3.42212291201577,4.4699641589541,1
4.6360125055071,2.97427045949735,0
3.1972724373918,5.49223582749255,1
1.63103433791548,4.1562047759071,1
3.33867051987909,3.535711618606,1
2.12664545280859,2.02336115459912,0
4.56797012011521,4.138405112084,0
4.88025707076304,2.46310833306052,0
3.97555467672646,6.23455068911426,0
0.977733536856249,6.66404438833706,0
1.00219734827988,3.55365314800292,1
0.824022098677233,5.4590298042167,0
0.0969472341239452,5.57515723002143,0
4.9733804911375,4.38663383759558,0
1.74217551015317,0.570058671291918,0
0.0964682188350707,1.56947515928186,0
4.25372455851175,3.49871011590585,0
2.25823052693158,3.02987544401549,0
3.47074691788293,6.70612850831822,0
0.441050758818164,0.369714422384277,0
4.20420626411214,0.584450909635052,0
4.46718263090588,5.74704655073583,0
3.60940373269841,1.62965577631257,1
1.41684875357896,1.87935836100951,1
1.7302267649211,3.21538602747023,1
0.94265224179253,3.45615314436145,0
2.91026847669855,0.0654652547091246,0
3.31134952022694,0.389578339178115,0
2.77006000862457,5.66104822629131,1
4.5587008097209,3.45059880660847,0
4.64398986310698,4.26106136781164,0
1.85571802896447,1.07489284081385,1
0.772749949246645,1.10996495117433,0
1.3633437838871,0.478215742390603,0
4.74958287435584,1.45099044800736,0
3.85146126616746,2.54259562841617,1
2.23584811901674,3.68341529881582,0
1.80503531824797,0.789680459070951,0
1.77562882774509,6.55733838886954,0
2.91637594578788,0.163043645909056,0
4.37645767931826,6.85421320819296,0
4.32217180961743,1.77432677103207,0
0.816008085384965,5.52014788729139,0
0.219512736657634,6.81642249552533,0
3.72806166997179,4.48070991388522,1
0.60816137585789,0.796850148355588,0
1.41696728765965,1.21253776387312,1
2.70727257942781,2.34542294801213,0
1.01430383627303,5.57314150640741,1
0.146151403896511,1.69588209083304,0
3.8192153070122,2.37294181506149,1
4.48020433657803,6.39085220475681,0
0.551793131744489,4.95098030567169,0
0.767767075449228,6.76108506298624,0
1.69025015435182,1.83297943207435,1
0.614743797341362,6.61918611708097,0
4.71689315047115,1.91009263531305,0
4.77638416225091,3.06938251433894,0
3.15446586697362,6.94056521379389,0
2.43045120732859,6.08741626236588,0
